Job Title,Company Name,Rating,Experience,Salary,Location,Skills
Senior Software Developer (PHP),Techlounge,,1-6 Yrs,Not disclosed,Noida,"Architecture, Coding, MySQL, Javascript, PHP"
Senior Software Developer (PHP),Techlounge,,5-10 Yrs,Not disclosed,Jamshedpur,"Architecture, Coding, MySQL, Javascript, PHP"
Senior Software Developer,gibl.in,4.7,6-11 Yrs,Not disclosed,Kolkata,"Computer science, jQuery, Front end, Version control, Database design"
Senior Software Developer,Volga Infotech Pvt Ltd,3.5,4-9 Yrs,Not disclosed,Mumbai,"development, software, object oriented design, developing, windows"
Sr. Software Developer .NET,Silicate Technologies,2.1,2-5 Yrs,Not disclosed,Delhi,"Software Developer .NET, software, xml, .Net Developer, .net"
Senior Software Developer,Pioneer E Solutions,3.6,5-10 Yrs,Not disclosed,Chandigarh,"T-SQL, MS SQL, jQuery, Web services, Javascript"
Sr. Software Developer Big Data,Transaction Network Services,4.0,8-12 Yrs,Not disclosed,Noida,"Computer science, Hibernate, Web services, Spring framework, Data modeling"
Senior Software Developer - PHP,Geecon Systems,3.3,1-3 Yrs,Not disclosed,Mumbai,"jQuery, XML, MySQL, Debugging, Javascript"
Senior Software Developer Dot Net,Tacnique,,7-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Computer science, Backend, Version control, GIT, NoSQL"
Senior AI/ML Software Developer,Gforce Consulting Solutions,4.6,8-12 Yrs,Not disclosed,Remote,"Computer science, Embedded systems, Coding, Neural networks, Artificial Intelligence"
Senior Software Developer,botman.ninja,,3-5 Yrs,Not disclosed,Bengaluru,"Cloud computing, Automation, Front end, Coding, Javascript"
AspDOT NET c# sql Server Sr. Software Developer/project lead,technologiesindia.com,,3-6 Yrs,Not disclosed,New Delhi,"code, project lead, crystal report, ajax, sql server"
Sr. Software Developer,Diggdigital,,2-7 Yrs,Not disclosed,"Hubli, Bengaluru","Web technologies, Cloud, Application software, Business Executive, Application"
Senior Software Developer,Actonate,5.0,1-2 Yrs,Not disclosed,Vadodara,"Front end, GIT, Web technologies, Coding, html5"
Senior Software Developer (MEAN Stack),Cbots Solutions,,3-5 Yrs,Not disclosed,Coimbatore,"Front end, DOM, Version control, GIT, Web technologies"
Senior Software developer,regami.solutions,3.8,5-8 Yrs,Not disclosed,Bengaluru,"Process automation, Web application development, Mobile application development, C++, Industrial design"
Sr. Software Developer (Angular),Inventyv Software Services,3.2,2-5 Yrs,Not disclosed,Ahmedabad,"QA, Application design, Front end, GIT, Web technologies"
Sr . Software Developer ( Node ),Inventyv Software Services,3.2,3-5 Yrs,Not disclosed,Ahmedabad,"SIDE, Software design, Backend, Front end, Networking"
Sr . Software Developer,Inventyv Software Services,3.2,4-8 Yrs,Not disclosed,Ahmedabad,"Automation, MS SQL, GIT, Architecture, Database"
Senior Software Developer,Accusol Technologies Pvt. Ltd,,2-3 Yrs,Not disclosed,Ahmedabad,"b tech, technical knowledge, net vb net, technical, leadership skills"
Senior Software Developer MEAN / MERN Stack,Iquasar Software Solutions,4.2,5-10 Yrs,Not disclosed,"Srinagar, Kolkata, Mohali, Chandigarh, Hyderabad, Bengaluru, Jammu","jQuery, XML, MySQL, Javascript, Agile"
SR . SOFTWARE DEVELOPER,Vempra Holdings,,4-7 Yrs,Not disclosed,Hyderabad,"jQuery, Data management, MIS, Debugging, Javascript"
Senior Software Developer React JS,Zectos Software,3.6,4-6 Yrs,Not disclosed,Pune,"Front end, User interface designing, Project management, Debugging, Performance testing"
Sr . Software Developer - PHP,Midas It Services,4.0,7-12 Yrs,Not disclosed,Delhi,"GIT, Symfony, Analytical, OOPS, devops"
Senior Software Developer,Geecon Systems,3.3,1-3 Yrs,Not disclosed,Mumbai,"jQuery, Linux, XML, MySQL, Wordpress"
Sr. Software Developer,VCollab,,3-6 Yrs,Not disclosed,"Noida, Lucknow","Solution design, SIDE, Backend, Coding, ASP.Net MVC"
Senior Software Developer,Aindra Systems,,3-5 Yrs,Not disclosed,Bengaluru,"Telecom, Hibernate, Automation, Linux, XML"
Position Project leader / Module Leader / Software Developer,HR Avenues,,5-10 Yrs,Not disclosed,Mumbai,"Product management, Computer science, CVS, Helpdesk, Eclipse"
Position Project leader / Module Leader / Software Developer,HR Avenues,,2-10 Yrs,Not disclosed,Mumbai,"Object oriented design, Sql Server 2008, C++, Interpersonal skills, Visual Basic"
Senior Software Developer,Maier Vidorno,3.6,5-7 Yrs,Not disclosed,Pune,"Quality standards, Polyspace, Configuration management, software quality, Automotive"
Senior Software Developer,Cradlepoint,3.5,10-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Wireless, Computer science, C++, Networking, WAN"
Senior Software Developer,Bridgecroft Consultancy Services,,3-8 Yrs,Not disclosed,Noida,"Unix, Supply chain, Business objects, Linux, Bmc Remedy"
Sr . Software Developer - Laravel,Xonier Technologies,4.3,3-5 Yrs,Not disclosed,Noida,"SAN, Symfony, Enterprise applications, MySQL, Debugging"
Senior Software Developer,Wcube,2.4,4-8 Yrs,Not disclosed,Gurugram,"Software Developer, Git, Node . Js, Restful Api, Functional Programming"
Senior Software Developer,Qualitlabs,4.1,8-13 Yrs,Not disclosed,Hyderabad,"Unix, C++, Linux, Database design, Agile"
Sr.Software Developer,technologiesindia.com,,2-5 Yrs,Not disclosed,New Delhi,"c#, server, oracle, software development, rdbms"
Senior Software Developer,Virtue Sources,,1-6 Yrs,Not disclosed,Bengaluru,"ODBC, Interpersonal skills, jQuery, Db2, Time management"
Asp.net c# sql Server Sr. Software Developer/project lead,Mobilitysum Technologies,,3-8 Yrs,Not disclosed,Delhi,"Web application development, jQuery, Database design, Javascript, ASP.Net"
Sr . Software Developer,OneOrigin,3.7,3-8 Yrs,Not disclosed,Bengaluru,"Cloud computing, continuous integration, HTML;Javascript, Front end, NoSQL"
Software Developer - PHP,Power2sme,4.2,5-9 Yrs,Not disclosed,Gurugram,"Usage, NoSQL, UML, Debugging, Schema"
Senior Software Developer Python And REST APIs,Skeletos It Services,5.0,5-10 Yrs,Not disclosed,Pune,"Unix, Telecom, Automation, Linux, XML"
Sr. Software Developer (Magento),kennovation software services pvt ltd,3.8,3-6 Yrs,Not disclosed,Pune,"ERP, RDBMS, MySQL, Wordpress, Javascript"
Senior Software Developer - iOS,Virtuoso Infotech,3.1,4-9 Yrs,Not disclosed,Pune,"GIT, MVVM, Analytical, Swift, Mobile applications"
Senior Software Developer - Dot Net,Virtuoso Infotech,3.1,3-8 Yrs,Not disclosed,Pune,"Backend, GIT, Web technologies, Enterprise applications, Analytical"
Senior Software Developer - Android,Virtuoso Infotech,3.1,4-9 Yrs,Not disclosed,Pune,"GIT, MVVM, Analytical, android studio, SDK"
Senior Software Developer,Technext Technosoft,4.2,2-4 Yrs,Not disclosed,Durgapur,"Technical operations, Senior, Coding, Programming, PHP"
Sr. Software Developer/Team Leader,Prakhar Software,3.4,5-7 Yrs,Not disclosed,Dadra & Nagar Haveli,"Data migration, Backend, Front end, Postgresql, Cloud"
Senior Software Developer,Prakhar Software,3.4,3-6 Yrs,Not disclosed,Mumbai,"IIS, Web technologies, Networking, Database management, Javascript"
Senior Software Developer,Prakhar Software,3.4,3-6 Yrs,Not disclosed,Remote,"IIS, Version control, Linux, MVC, Visual Studio"
Senior Software Developer,2ordr International,,1-6 Yrs,Not disclosed,Panaji,"jQuery, VB.NET, Schema, Entity framework, Software product development"
Senior Software Developers,DataTracks,3.4,5-8 Yrs,Not disclosed,Chennai,"Asp . Net Mvc, Software Development, Web Api, C #, Sql Server"
Lead Software Developer - Python -  Bangalore,Xoriant,3.9,7-12 Yrs,22.5-37.5 Lacs PA,Hybrid - Bengaluru,"python, Multithreading, Linux, Data Structures, Object Oriented Programming"
Senior Software Developer,Volga Infotech Pvt Ltd,3.5,5-8 Yrs,Not disclosed,"Mumbai, Mumbai","communications skills, web 2 0, object oriented design, developing, windows"
Sr. Software Developer,Y5home,,3-4 Yrs,Not disclosed,Ahmedabad,"SQL queries, CSS, jQuery, Linux, Coding"
Senior Embedded Software Developer/ Tech Lead,Dutech Systems Inc,5.0,8-13 Yrs,Not disclosed,Hyderabad,"Embedded C, Change management, Software design, C, RF"
Sr . Software Developer,Wealthbrain,,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Software testing, GIT, Sales, Linux, Coding"
Sr. Software Developer - Full Stack,Groot Software Solutions,,3-4 Yrs,Not disclosed,Zirakpur,"c#, css, asp.net mvc, software development, entity framework"
Senior Software Developer,Sujata Computers Pvt. Ltd.,5.0,5-10 Yrs,Not disclosed,New Delhi,"Backend, Front end, NoSQL, PDF, Web services"
Sr. Software Developer - Python,Xenonstack,3.4,3-5 Yrs,Not disclosed,Mohali,"Front end, HP data protector, Cloud Services, Django, Analytical"
SENIOR SOFTWARE DEVELOPER – FullStack,Maatwerk It Solutions,,5 Yrs,Not disclosed,Mumbai,"Warehouse, Database management, payment gateways, Sales accounting, Inventory"
Senior Software Developer,Quatrro,3.5,1-4 Yrs,Not disclosed,"Mumbai, Gurugram","Backend, jQuery, MySQL, Javascript, Back office"
Senior Software Developer,Invest4edu,3.1,3-6 Yrs,Not disclosed,Mumbai,"jQuery, Front end, XML, MySQL, PHP"
Senior Full Stack Software Developer,Kids Chaupal,2.9,5-7 Yrs,Not disclosed,Noida,"Database architecture, Application design, jQuery, Symfony, Architecture"
Senior Front End Software Developer,Clinicmind,,5-8 Yrs,Not disclosed,Jaipur,"CSS, jQuery, Web technologies, Front end, XML"
Senior Front End Software Developer,Clinicmind,,5-8 Yrs,Not disclosed,Chennai,"CSS, jQuery, Web technologies, Front end, XML"
Senior Front End Software Developer,Clinicmind,,5-9 Yrs,Not disclosed,Mumbai,"CSS, jQuery, Web technologies, Front end, XML"
Senior Software Developer,2ordr International,,3-8 Yrs,Not disclosed,Panaji,"jQuery, Front end, Web technologies, Analytical, Javascript"
Developer / Sr. Software Developer,Infoicon Technologies,4.5,5-10 Yrs,Not disclosed,Noida,"development, technical, Windows, Zend, Joomla"
Senior Embedded Software Developer,Pixelexpert Technology And Services,4.7,5-10 Yrs,Not disclosed,"Pune, Chennai, Coimbatore","Embedded C, Software design, Communication protocols, Debugging, Embedded Linux"
Sr. Software Developer,E2serv Technologies,2.6,4-7 Yrs,Not disclosed,Mumbai,"continuous integration, jQuery, Web services, Architecture, User interface designing"
Senior .NET/Azure Software Developer,Diverse Lynx,3.9,8-13 Yrs,Not disclosed,Bengaluru,"SIDE, Automation, Debugging, Agile, Deployment"
Senior Software Developer,Jupitice Justice Technologies,3.3,4-6 Yrs,Not disclosed,Chandigarh,"GIT, Coding, Agile development, MySQL, Debugging"
Senior Software Developer,Prakhar Software,3.4,3-6 Yrs,Not disclosed,New Delhi,"Project development, Version control, GIT, RCS, MVC"
Senior Software Developer,Farsight It Solutions,4.1,2-6 Yrs,Not disclosed,Gurugram,"Web services, jQuery, SSRS, Javascript, HTML"
Senior Software Developer,Acmeminds Solutions,4.6,7-9 Yrs,Not disclosed,Chandigarh,"activemq, Root cause analysis, software architecture, Web technologies, User interaction"
Sr. Software Developer in Test,Avalara,3.7,5-7 Yrs,Not disclosed,Pune,"Computer science, Manual testing, Manager Quality Assurance, Testing tools, Debugging"
Senior Software Developer,Aptos,3.9,2-6 Yrs,Not disclosed,Bengaluru,"Product promotion, Architecture, Agile scrum, Cloud, Javascript"
Senior Software Developer,Idealake Information Technologies,2.9,5-10 Yrs,Not disclosed,Mumbai,"PDF, Coding, Programming, MVC, VB"
Senior Software Developer,Cookly,,4-7 Yrs,Not disclosed,Remote,"Software design, Automation testing, Monitoring tools, Project management, Analytical"
Sr. Software Developer,ETM Automation,,4-8 Yrs,Not disclosed,Pune,"css, web services, hibernate, jquery, plsql"
Sr. Software Developer,UtopiaTech Pvt Ltd,,2-4 Yrs,Not disclosed,Mumbai,"GIT, Analytical, Debugging, Schema, Javascript"
Sr. Software Developer,Winning Edge,2.5,3-8 Yrs,Not disclosed,Amritsar,"Analytical skills, C++, IIS, jQuery, Javascript"
Senior Software Developer (.Net Core + Angular),Programming.Com,3.7,4 Yrs,Not disclosed,Bengaluru,"net core framework, fullstack development, software development, entity framework, version control"
Senior Software Developer,Shivam Technologies .,4.6,3-8 Yrs,Not disclosed,Ahmedabad,"server, development, software, developing, sql server"
Associate Sr. Software Developer - Dot Net,Addact Technologies Pvt Ltd,,3-5 Yrs,Not disclosed,Ahmedabad,"Health insurance, jQuery, GIT, Coding, Project management"
Senior Software Developer- Dot Net,Whizible,,5-8 Yrs,Not disclosed,Pune,"Performance tuning, jQuery, Coding, Project management, Javascript"
Senior Software Developer (Full-Stack),Timesys Corporation,4.6,5-10 Yrs,Not disclosed,Noida,"jQuery, Front end, Linux, Django, Javascript"
Senior Software Developer-Automotive,Thyssenkrupp Polysius,,5-8 Yrs,Not disclosed,Pune,"c++, trace32, uds, canoe, unit testing"
Senior Software Developer-Designer Automation Quadient,FCI CCM,4.4,3-6 Yrs,Not disclosed,Navi Mumbai,"Computer science, Automation, Coding, Analytical, Agile"
Senior Software Developer Interactive and Scaler Quadient,FCI CCM,4.4,3-8 Yrs,Not disclosed,Noida,"Computer science, Coding, Analytical, Manager Technology, Software development life cycle"
Senior Software Developer,Istudio Technologies,4.2,2-3 Yrs,Not disclosed,Chennai,"jQuery, Front end, Web services, html5, PHP"
"Sr. Software Developer (C#,C++,.Net Core 6.0,SQL)",Concentrix,3.8,3-6 Yrs,Not disclosed,Remote,"CSS, C++, jQuery, Agile, Data structures"
Sr. Executive - Software Developer,Motilal Oswal Financial Services (MOFSL),4.7,3-5 Yrs,Not disclosed,Mumbai,"Root cause analysis, Manager Quality Assurance, Executive, Manager Technology, ASP.Net"
Senior software Developer,Fast Track,1.4,4-8 Yrs,Not disclosed,Pune,"assembly language, , C, HTML, SQL"
SENIOR SOFTWARE DEVELOPER,Maier Vidorno,3.6,1-3 Yrs,Not disclosed,Pune,"AUTOSAR, Communication protocols, hsm, ISO, cyber security"
Sr. Software Developer - ETS,Emerson,4.1,3-6 Yrs,Not disclosed,Pune,"Automation, Software design, RTU, Version control, Web development"
Senior Software Developer,Cybrilla,4.2,4-10 Yrs,Not disclosed,Bengaluru,"Usage, Multithreading, Wealth management, Spring framework, Data modeling"
Sr. Software Developer(Applications),Verudix Solutions,4.6,5-10 Yrs,Not disclosed,Hyderabad,"Senior Design Engineer, code, JBoss, Project management, JSON"
Senior Software developer,Paycable Solutions India,,2-7 Yrs,Not disclosed,Mumbai,"Entry, Agency, Senior, Time management, Software"
Sr Software Developer,Smartcheck,,4-7 Yrs,Not disclosed,Hyderabad,"Performance tuning, spring boot, Hibernate, Spring mvc, Java web services"
Senior Systems Software Developer,Research In Motion,3.9,5-9 Yrs,Not disclosed,Hyderabad,"RTOS, SUB, Blackberry, C, Linux"
Sr. Software Developer,Dots Info Systems (I) Pvt. Ltd.,4.0,2-4 Yrs,Not disclosed,Mumbai,"software, web, ASP.net, .net, developer"
Senior Software Developers,Prime Softech Solutions,,4-5 Yrs,Not disclosed,"Mumbai, Vasai, Pune","Training, Software testing, Basic, Web development, Database"
Sr. Software Developer (.Net),SPACE STEM PRIVATE LIMITED,4.4,5-10 Yrs,Not disclosed,Ahmedabad,"Software design, Web technologies, Time management, Software development life cycle, Inventory management"
Senior Software Developer,Mufubu,2.2,5-6 Yrs,Not disclosed,Kochi,"Computer science, Project development, CSS, Project leadership, Cloud Services"
Sr. Software Developer - Back-end,Ketteq,3.1,8-13 Yrs,Not disclosed,Remote,"Automation, GIT, NoSQL, Linux, Postgresql"
Senior Software Developer,Nivi Solutions,2.9,5-8 Yrs,Not disclosed,Remote,"Manager Quality Assurance, UML, Coding, XML, Web development"
Senior Software Developer,Loopio,,5-7 Yrs,Not disclosed,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad","Backend, RDBMS, Database design, Technical design, MySQL"
Senior Software Developer,Loopio,,5-7 Yrs,Not disclosed,"Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara","Backend, RDBMS, Database design, Technical design, MySQL"
Senior Software Developer - AI Acceleration,Loopio,,5-7 Yrs,Not disclosed,"Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara","Backend, RDBMS, Database design, Technical design, MySQL"
Senior Software Developer,Genomatics,,2-7 Yrs,Not disclosed,Coimbatore,"Hibernate, Linux, JSP, MySQL, Javascript"
sr. window software developer,Nicole Infosoft,4.0,2-7 Yrs,Not disclosed,Gurgaon,"IIS, Web services, C, web, Reporting services"
sr. software developer,Nicole Infosoft,4.0,2-7 Yrs,Not disclosed,Gurgaon,"Senior Design Engineer, Copyright, cloud, Cloud computing, IIS"
Senior Software Developer ( C + + ),Web Spiders,2.9,5-10 Yrs,Not disclosed,Kolkata,"Socket programming, C++, Software design, TDD, Analytical"
Senior Software Developer,Altum,4.8,8-13 Yrs,Not disclosed,Ahmedabad,"Computer science, Automation, jQuery, GIT, Web technologies"
Sr . Software Developer,Youtoocanrun Sports Management,5.0,5-10 Yrs,Not disclosed,Mumbai,"Email marketing, MySQL, Wordpress, Javascript, PHP"
Software/Sr.Software Developers,mycitypune,,4-8 Yrs,Not disclosed,Pune,".Net Developer, .Net, Developer, Software development, Software"
Senior Software Developer (C# &MS SQL),Thynkblynk,3.2,5-10 Yrs,Not disclosed,Hyderabad,"Computer science, Business process, MS SQL, Manual testing, XML"
"Senior Software Developer, Salesforce",Fictiv Technology Solutions,2.8,8-10 Yrs,Not disclosed,Pune,"Technical design, Data modeling, Database design, Functional testing, Debugging"
PHP Developer (Sr. Software Developer),Prakhar Software,3.4,5-10 Yrs,Not disclosed,New Delhi,"jQuery, Front end, MySQL, Javascript, PHP"
